americandad: @munsonthegreat suhh brother.
sneak_the_child: turn up
lorddaniel288: @americandad I will. I appreciate yours brother much love.
sherpa4: volume up
eugenefei: j lul ke
mohammed43312: turn up the vloume
americandad: "like BUTTER"
vipershere: He's just kovaaks
zentriv: POGGERS
ley_ley87: @Tfue ur such a cuck why you be hacking like that STOOOOOOOPID
i2ossy: sweet like butter LUL
ajnowack: yoooo turner
symfuhny: i saw the other guy LUL
eugenefei: J LUL KE
bittexas: Tv is his name ResidentSleeper
voopz: Watch it ResidentSleeper
vipershere: It's a triggerbot - huge in csgo
eriknava707: What up bot
cornconyers: yoo
ronaldo: LOOOOL
mohammed43312: that timing is fucking perfect
aureliamarcelyn: LOLLL
pea_why: LULW
afro_mannnnnnn: lol
ruler7209: LMAO
zamirkanji: LMAOOOOOOOOOOOOOOOOOO
drroosevelt: cmonBruh i go afk 30 sec and all i see is "pussy" ? cmonBruh
bigcfresboi: LAOO
aureliamarcelyn: too many NotLikeThis
bbopftw: Lmaoo aspect
benziezz: TTV BOYS ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper
therealdrjesus: THATS TOXIC
ajnowack: LMAO
thedarklordy: LUL
slankman: i been watching dubs fn vod froms past weekend epic released them i could see this dubfn having cheats his shit was insane
eugenefei: HEY
vxrcus: LULW
tfue_the_goat2: Lmaiooooooo
cooperm52: I’m tryna cheat TriHard TriHard TriHard TriHard TriHard TriHard
batinich: PLAYYYYYYYY
bittexas: Lolllll
sstuxy: Aspect Dolphin i love that guy hoursLASER
fabulousfanatik: if a cheater gets into worlds they wont show, what would be the point
eriknava707: Shit on
eugenefei: J LUL KE
fetita: LUL
drizzy5cents: Yikessss
pea_why: @AureliaMarcelyn
tomasvincent04: Lol
redbchris: Who remembers cia.gov
unlimited_hp: people who bought off dolphin got Baited LUL
alexstreams420: play brother
ocrazed: Aspectdolphin is thoomin
saviiiage: stop giving him clout lol
uncommon_charlie: tfueHIGH tfueHIGH tfueHIGH
aureliamarcelyn: @pea_why hey hubby alexiaSip
americandad: Imagine selling cheats, getting clout for that, then exposing people you sold the cheats to and getting clout like that. What a system.
dantheman25: J LUL O K E
holygrizznits: tfueHIGH tfueHIGH tfueHIGH tfueHIGH
y_o_s_h: WAIT DUBS WAS CHEATING? LMFAOOO
perkzz: Imagine playing pc without hacks Kappa Kappa
eugenefei: PokGengar FortOne FortBush
oxvu: UH OH hoursTOS
pea_why: @AureliaMarcelyn <3 <3
marbar: OMEGALUL
payan: LMAO
kevinomgpop: LOOOOOL
ruler7209: YOOOOOOO
oxvu: TOS TOS TOS TOS
thef130: Was it the cia.gov guy?
zayt: HAHAHA
cooperm52: @perkzz Fr TriHard TriHard
4nicko: pogg
chozengun: wow
aureliamarcelyn: LMAOOOO
vivid: LOL
drroosevelt: cmonBruh
spicyduk: shits skipping lmao
calebd512: aim assist
ruler7209: LMAO LUL
bbopftw: WTF
vusro: I knew it
zayt: his tracking so trash but these flicks
frenchee: NAH GUYS HE JUST HAS A GOOD GAMING CHAIR
starscream11203: HE
vivid: CLOAK WTF
duckythegamer: OMEGALUL
therealdrjesus: LMAO
colmackwood: megga doesnt know
vivid: TOXIC
benziezz: WTF LUL
fadess: megga is legit hes a cool guy
yungcalculatorfn: @Zayt haz IS FUCKING NUTS
eugenefei: J LUL KE
fossabot: Subscribe to my YouTube channel - http
americandad: JESUS FUCKING CHRIST.
afro_mannnnnnn: lol
bittexas: Not cheating at all cmonBruh wym
oxvu: B& B& B& B& B& B& B& B&
vipershere: He has his triggerbot set to a keybind, probably left alt or mouse bind
bbopftw: HAHAHA
pea_why: OMEGALUL
vusro: Told ya
connoreo_: LMFAOOOOO
thwifo: hmmm
coyfishn: LULW
starscream11203: HE'S JUST A BETTER PLAYER FYM TBOT @Tfue
carose: HAHAHAHAHA
yungcalculatorfn: @Zayt TELL ME HAZ ISNT THE BEST HUMAN ON THE PLANET
fossabot: Subscribe to my YouTube channel - http
ruler7209: LUL LUL LUL
parallax: uh
bvan: What did I miss
fetita: tfueTOXIC tfueTOXIC tfueTOXIC
frenchee: guys its his goddamn gaming chair
symfuhny: his mousepad is sticky
crimzfn: LETS GO DUUUUBS LETS GO DUUUUUBS
whonderbread: @Zayt lmfaooooo
oxvu: B& B& B& B& B& B& B& B& B& B& B& B& B& B& B& B&
fossabot: Subscribe to my YouTube channel - http
thegibbs: @Vivid hi
symfuhny: yo
zamirkanji: LMAOOOOOOOOOOOOOOOOO
daric: Can I have my points back from when I died to this kid pls.
morgausse: LMAOOOOO
jaiyai: megga legit
kaz26: Turned it off lol
callmezapp: lmfaooo
ragtimelullaby: MEGGA DROPPED A 20 BOMB OR SOME SHIT
ruler7209: LMAO
cooperm52: He ripped a keg stand before this he ain’t cheating TriHard TriHard TriHard TriHard TriHard TriHard
gannonsnipes69: Ya he did
sgtpcp: lmao all the pros are here
4nicko: mad cause better lol
messiayeee: 22 bomb
x401_prodigyx: dam thats aim assist Kappa
colmackwood: MEGGA TRULY DOESNT KNOW
ohtwinki2: This sucks
bbopftw: All the pros in here wtf lool
afro_mannnnnnn: hes
bittexas: @starscream11203 name color change cmonBruh
fpeloqq: Every pro in chat lmao lets go
yung_julio: @thwifo ily
aureliamarcelyn: ahahahahaha tfueLUL
